NumFiles,MinPT,MinP,MinIPChi2,#Lambdas,#XiLambdas,#XiKaons,#XiPions,#Xis,#Pion,#Kaon,#Proton
10,50,2200,6.5,0.9827586206896551,0.8888888888888888,0.9878296146044625,0.8057553956834532,0.6716791979949874,229725,37971,29989
10,50,1400,6.5,0.9956896551724138,0.9007936507936508,0.9979716024340771,0.9095580678314491,0.8471177944862155,263146,41223,32263
10,50,1800,6.5,0.9913793103448276,0.8968253968253969,0.9959432048681541,0.8643371017471737,0.7669172932330827,245827,39606,31103
10,50,1000,6.5,0.9978448275862069,0.9027777777777778,0.9979716024340771,0.9527235354573484,0.9097744360902256,280887,42509,33390
10,50,1600,6.5,0.9935344827586207,0.8988095238095238,0.9959432048681541,0.8869475847893115,0.8020050125313283,254509,40408,31656
10,50,2000,6.5,0.9892241379310345,0.8948412698412699,0.9939148073022313,0.8376156217882836,0.7268170426065163,237586,38805,30545
10,50,1200,6.5,0.9978448275862069,0.9027777777777778,0.9979716024340771,0.9301130524152107,0.87468671679198,272265,41916,32843
10,50,800,6.5,0.9978448275862069,0.9027777777777778,1.0,0.9701952723535457,0.949874686716792,289273,43065,33857
10,100,1400,6.5,0.9935344827586207,0.8988095238095238,0.9959432048681541,0.8715313463514902,0.7844611528822055,254496,40605,31850
10,100,1800,6.5,0.9892241379310345,0.8948412698412699,0.9939148073022313,0.8345323741007195,0.7192982456140351,238985,39120,30793
10,100,800,6.5,0.9956896551724138,0.9007936507936508,0.9959432048681541,0.920863309352518,0.8696741854636592,276432,42210,33146
10,100,2000,6.5,0.9870689655172413,0.8928571428571429,0.9918864097363083,0.8119218910585817,0.6892230576441103,231454,38368,30262
10,100,1600,6.5,0.9913793103448276,0.8968253968253969,0.9939148073022313,0.8540596094552929,0.7518796992481203,246800,39867,31297
10,100,1000,6.5,0.9956896551724138,0.9007936507936508,0.9959432048681541,0.9075025693730729,0.8395989974937343,269727,41756,32787
10,100,1200,6.5,0.9956896551724138,0.9007936507936508,0.9959432048681541,0.8890030832476875,0.8095238095238095,262424,41229,32332
10,100,2200,6.5,0.9806034482758621,0.8869047619047619,0.9858012170385395,0.7852004110996916,0.6416040100250626,224221,37574,29734
10,150,1000,6.5,0.9870689655172413,0.8928571428571429,0.9837728194726166,0.8365878725590956,0.7092731829573935,250670,40357,31783
10,150,800,6.5,0.9870689655172413,0.8928571428571429,0.9837728194726166,0.841726618705036,0.7192982456140351,255163,40669,32008
10,150,1800,6.5,0.9806034482758621,0.8869047619047619,0.9837728194726166,0.7800616649537513,0.6290726817042607,225530,38086,30120
10,150,1200,6.5,0.9870689655172413,0.8928571428571429,0.9837728194726166,0.8252826310380267,0.6942355889724311,245057,39937,31425
10,150,1600,6.5,0.9827586206896551,0.8888888888888888,0.9837728194726166,0.7975334018499486,0.656641604010025,232247,38750,30560
10,150,2200,6.5,0.9719827586206896,0.878968253968254,0.9756592292089249,0.7440904419321686,0.5739348370927319,212687,36680,29148
10,150,2000,6.5,0.978448275862069,0.8849206349206349,0.9817444219066938,0.7656731757451182,0.6115288220551378,219050,37417,29636
10,150,1400,6.5,0.9849137931034483,0.8908730158730159,0.9837728194726166,0.8129496402877698,0.681704260651629,238677,39408,31040
10,200,800,6.5,0.9741379310344828,0.878968253968254,0.9716024340770791,0.7595066803699897,0.5639097744360902,228017,38573,30541
10,200,1000,6.5,0.9741379310344828,0.878968253968254,0.9716024340770791,0.7574511819116135,0.5614035087719298,226139,38417,30452
10,200,1400,6.5,0.9719827586206896,0.876984126984127,0.9716024340770791,0.7440904419321686,0.5538847117794486,217944,37708,29912
10,200,1200,6.5,0.9741379310344828,0.878968253968254,0.9716024340770791,0.7523124357656732,0.5588972431077694,222537,38126,30214
10,200,2200,6.5,0.9633620689655172,0.8690476190476191,0.9634888438133874,0.6937307297019527,0.48370927318295737,196707,35340,28294
10,200,2000,6.5,0.9698275862068966,0.875,0.9695740365111561,0.710174717368962,0.5112781954887218,202111,35998,28724
