NumFiles,MinPT,MinP,MinIPChi2,#LambdaCandidates,#Lambdas,#XiLambdas,#XiKaons,#XiPions,#Xis,#Pion,#Kaon,#Proton
10,440.0,1000,5.5,69841828,382,374,396,408,58,131.0,39.0,29.0
10,510.0,1000,5.5,43602218,350,344,355,349,42,103.0,32.0,27.0
10,580.0,1000,5.5,27410521,321,316,311,284,24,93.0,29.0,23.0
10,650.0,1000,5.5,17316469,290,288,286,234,21,78.0,25.0,19.0
10,720.0,1000,5.5,11067917,249,248,248,198,12,71.0,21.0,18.0
10,790.0,1000,5.5,7159285,221,220,215,162,8,64.0,21.0,15.0
10,860.0,1000,5.5,4726030,197,196,191,137,6,54.0,19.0,15.0
10,930.0,1000,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,1000,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,1250,5.5,171265293,421,412,450,566,129,215.0,51.0,38.0
10,370.0,1250,5.5,110900047,400,392,421,491,86,171.0,42.0,33.0
10,440.0,1250,5.5,69841828,382,374,396,408,58,131.0,39.0,29.0
10,510.0,1250,5.5,43602218,350,344,355,349,42,103.0,32.0,27.0
10,580.0,1250,5.5,27410521,321,316,311,284,24,93.0,29.0,23.0
10,650.0,1250,5.5,17316469,290,288,286,234,21,78.0,25.0,19.0
10,720.0,1250,5.5,11067917,249,248,248,198,12,71.0,21.0,18.0
10,790.0,1250,5.5,7159285,221,220,215,162,8,64.0,21.0,15.0
10,860.0,1250,5.5,4726030,197,196,191,137,6,54.0,19.0,15.0
10,930.0,1250,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,1250,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,1500,5.5,166776080,421,412,450,565,129,209.0,50.0,38.0
10,370.0,1500,5.5,110650908,400,392,421,491,86,169.0,42.0,33.0
10,440.0,1500,5.5,69841828,382,374,396,408,58,131.0,39.0,29.0
10,510.0,1500,5.5,43602218,350,344,355,349,42,103.0,32.0,27.0
10,580.0,1500,5.5,27410521,321,316,311,284,24,93.0,29.0,23.0
10,650.0,1500,5.5,17316469,290,288,286,234,21,78.0,25.0,19.0
10,720.0,1500,5.5,11067917,249,248,248,198,12,71.0,21.0,18.0
10,790.0,1500,5.5,7159285,221,220,215,162,8,64.0,21.0,15.0
10,860.0,1500,5.5,4726030,197,196,191,137,6,54.0,19.0,15.0
10,930.0,1500,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,1500,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3000,5.5,116951259,410,402,436,511,115,176.0,45.0,34.0
10,370.0,3000,5.5,83687032,392,385,413,464,80,147.0,38.0,31.0
10,440.0,3000,5.5,57361571,377,369,389,392,56,119.0,37.0,27.0
10,510.0,3000,5.5,38482819,345,339,352,341,41,96.0,31.0,25.0
10,580.0,3000,5.5,25541128,317,312,309,283,23,91.0,28.0,23.0
10,650.0,3000,5.5,16740769,288,286,286,233,20,78.0,25.0,19.0
10,720.0,3000,5.5,10968035,248,247,248,198,12,71.0,21.0,18.0
10,790.0,3000,5.5,7157729,221,220,215,162,8,64.0,21.0,15.0
10,860.0,3000,5.5,4726006,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3000,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3000,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,1750,5.5,159946997,421,412,450,559,127,205.0,50.0,38.0
10,370.0,1750,5.5,108201966,400,392,421,489,85,168.0,42.0,33.0
10,440.0,1750,5.5,69723211,382,374,396,408,58,131.0,39.0,29.0
10,510.0,1750,5.5,43602218,350,344,355,349,42,103.0,32.0,27.0
10,580.0,1750,5.5,27410521,321,316,311,284,24,93.0,29.0,23.0
10,650.0,1750,5.5,17316469,290,288,286,234,21,78.0,25.0,19.0
10,720.0,1750,5.5,11067917,249,248,248,198,12,71.0,21.0,18.0
10,790.0,1750,5.5,7159285,221,220,215,162,8,64.0,21.0,15.0
10,860.0,1750,5.5,4726030,197,196,191,137,6,54.0,19.0,15.0
10,930.0,1750,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,1750,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2750,5.5,125556758,413,405,442,517,116,184.0,49.0,35.0
10,370.0,2750,5.5,89062322,395,388,416,468,81,153.0,41.0,32.0
10,440.0,2750,5.5,60547779,380,372,392,395,57,123.0,39.0,28.0
10,510.0,2750,5.5,40275233,348,342,354,343,42,98.0,32.0,26.0
10,580.0,2750,5.5,26426714,320,315,310,283,24,91.0,29.0,23.0
10,650.0,2750,5.5,17128862,290,288,286,233,21,78.0,25.0,19.0
10,720.0,2750,5.5,11066349,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2750,5.5,7159285,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2750,5.5,4726030,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2750,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2750,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2500,5.5,134070922,416,408,445,531,119,190.0,49.0,38.0
10,370.0,2500,5.5,94272666,397,390,418,473,81,158.0,41.0,33.0
10,440.0,2500,5.5,63564587,382,374,394,397,57,125.0,39.0,29.0
10,510.0,2500,5.5,41765724,350,344,355,345,42,100.0,32.0,27.0
10,580.0,2500,5.5,27058073,321,316,311,284,24,92.0,29.0,23.0
10,650.0,2500,5.5,17307189,290,288,286,234,21,78.0,25.0,19.0
10,720.0,2500,5.5,11067917,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2500,5.5,7159285,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2500,5.5,4726030,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2500,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2500,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2000,5.5,151918012,419,411,449,551,126,199.0,50.0,38.0
10,370.0,2000,5.5,104390574,399,392,421,485,84,164.0,42.0,33.0
10,440.0,2000,5.5,68533348,382,374,396,406,58,128.0,39.0,29.0
10,510.0,2000,5.5,43558623,350,344,355,348,42,103.0,32.0,27.0
10,580.0,2000,5.5,27410521,321,316,311,284,24,93.0,29.0,23.0
10,650.0,2000,5.5,17316469,290,288,286,234,21,78.0,25.0,19.0
10,720.0,2000,5.5,11067917,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2000,5.5,7159285,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2000,5.5,4726030,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2000,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2000,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2250,5.5,143122090,416,408,448,538,123,196.0,49.0,38.0
10,370.0,2250,5.5,99660189,397,390,421,475,82,161.0,41.0,33.0
10,440.0,2250,5.5,66358273,382,374,396,397,57,127.0,39.0,29.0
10,510.0,2250,5.5,42939283,350,344,355,345,42,102.0,32.0,27.0
10,580.0,2250,5.5,27390453,321,316,311,284,24,93.0,29.0,23.0
10,650.0,2250,5.5,17316469,290,288,286,234,21,78.0,25.0,19.0
10,720.0,2250,5.5,11067917,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2250,5.5,7159285,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2250,5.5,4726030,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2250,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2250,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3250,5.5,108967053,406,399,429,500,113,174.0,45.0,32.0
10,370.0,3250,5.5,78520061,389,383,409,455,79,146.0,38.0,29.0
10,440.0,3250,5.5,54267577,374,367,387,386,55,118.0,37.0,26.0
10,510.0,3250,5.5,36689777,343,337,350,337,41,95.0,31.0,25.0
10,580.0,3250,5.5,24555476,316,311,308,280,23,90.0,28.0,23.0
10,650.0,3250,5.5,16250349,287,285,286,232,20,77.0,25.0,19.0
10,720.0,3250,5.5,10758461,248,247,248,197,12,70.0,21.0,18.0
10,790.0,3250,5.5,7107821,221,220,215,161,8,63.0,21.0,15.0
10,860.0,3250,5.5,4726006,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3250,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3250,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3750,5.5,94258084,398,391,423,476,106,167.0,42.0,31.0
10,370.0,3750,5.5,68748393,383,377,404,434,74,142.0,37.0,28.0
10,440.0,3750,5.5,48117756,369,362,383,368,52,117.0,36.0,25.0
10,510.0,3750,5.5,32979487,339,333,348,320,39,95.0,30.0,24.0
10,580.0,3750,5.5,22426038,313,308,308,268,21,90.0,28.0,22.0
10,650.0,3750,5.5,15050884,285,283,286,228,20,77.0,25.0,19.0
10,720.0,3750,5.5,10132263,246,245,248,195,12,70.0,21.0,18.0
10,790.0,3750,5.5,6810650,220,219,215,160,8,63.0,21.0,15.0
10,860.0,3750,5.5,4622238,197,196,191,136,6,54.0,19.0,15.0
10,930.0,3750,5.5,3162622,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3750,5.5,2152469,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3500,5.5,101224796,403,396,426,488,108,169.0,45.0,31.0
10,370.0,3500,5.5,73439880,387,381,406,444,75,143.0,38.0,28.0
10,440.0,3500,5.5,51055066,372,365,384,378,53,117.0,37.0,25.0
10,510.0,3500,5.5,34790400,341,335,349,330,40,95.0,31.0,24.0
10,580.0,3500,5.5,23442811,314,309,308,276,22,90.0,28.0,22.0
10,650.0,3500,5.5,15638275,286,284,286,232,20,77.0,25.0,19.0
10,720.0,3500,5.5,10447813,247,246,248,197,12,70.0,21.0,18.0
10,790.0,3500,5.5,6973674,221,220,215,161,8,63.0,21.0,15.0
10,860.0,3500,5.5,4692043,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3500,5.5,3177632,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3500,5.5,2152637,144,143,157,93,4,42.0,12.0,13.0
