NumFiles,MinPT,MinP,MinIPChi2,#LambdaCandidates,#Lambdas,#XiLambdas,#XiKaons,#XiPions,#Xis,#Pion,#Kaon,#Proton
10,860.0,2750,2.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2750,2.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2750,2.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2000,2.0,151979660,419,411,449,551,126,199.0,50.0,38.0
10,370.0,2000,2.0,104435348,399,392,421,485,84,164.0,42.0,33.0
10,440.0,2000,2.0,68558290,382,374,396,406,58,128.0,39.0,29.0
10,510.0,2000,2.0,43573291,350,344,355,348,42,103.0,32.0,27.0
10,580.0,2000,2.0,27420523,321,316,311,284,24,93.0,29.0,23.0
10,650.0,2000,2.0,17323334,290,288,286,234,21,78.0,25.0,19.0
10,720.0,2000,2.0,11072346,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2000,2.0,7161922,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2000,2.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2000,2.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2000,2.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2250,2.0,143181184,416,408,448,538,123,196.0,49.0,38.0
10,370.0,2250,2.0,99703307,397,390,421,475,82,161.0,41.0,33.0
10,440.0,2250,2.0,66382502,382,374,396,397,57,127.0,39.0,29.0
10,510.0,2250,2.0,42953850,350,344,355,345,42,102.0,32.0,27.0
10,580.0,2250,2.0,27400434,321,316,311,284,24,93.0,29.0,23.0
10,650.0,2250,2.0,17323334,290,288,286,234,21,78.0,25.0,19.0
10,720.0,2250,2.0,11072346,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2250,2.0,7161922,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2250,2.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2250,2.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2250,2.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2500,2.0,134127581,416,408,445,531,119,190.0,49.0,38.0
10,370.0,2500,2.0,94314224,397,390,418,473,81,158.0,41.0,33.0
10,440.0,2500,2.0,63588107,382,374,394,397,57,125.0,39.0,29.0
10,510.0,2500,2.0,41779973,350,344,355,345,42,100.0,32.0,27.0
10,580.0,2500,2.0,27067967,321,316,311,284,24,92.0,29.0,23.0
10,650.0,2500,2.0,17314054,290,288,286,234,21,78.0,25.0,19.0
10,720.0,2500,2.0,11072346,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2500,2.0,7161922,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2500,2.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2500,2.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2500,2.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3250,2.0,109015812,406,399,429,500,113,174.0,45.0,32.0
10,370.0,3250,2.0,78556073,389,383,409,455,79,146.0,38.0,29.0
10,440.0,3250,2.0,54288688,374,367,387,386,55,118.0,37.0,26.0
10,510.0,3250,2.0,36702823,343,337,350,337,41,95.0,31.0,25.0
10,580.0,3250,2.0,24564758,316,311,308,280,23,90.0,28.0,23.0
10,650.0,3250,2.0,16256956,287,285,286,232,20,77.0,25.0,19.0
10,720.0,3250,2.0,10762860,248,247,248,197,12,70.0,21.0,18.0
10,790.0,3250,2.0,7110458,221,220,215,161,8,63.0,21.0,15.0
10,860.0,3250,2.0,4727770,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3250,2.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3250,2.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3000,2.0,117002724,410,402,436,511,115,176.0,45.0,34.0
10,370.0,3000,2.0,83725102,392,385,413,464,80,147.0,38.0,31.0
10,440.0,3000,2.0,57383549,377,369,389,392,56,119.0,37.0,27.0
10,510.0,3000,2.0,38496350,345,339,352,341,41,96.0,31.0,25.0
10,580.0,3000,2.0,25550721,317,312,309,283,23,91.0,28.0,23.0
10,650.0,3000,2.0,16747466,288,286,286,233,20,78.0,25.0,19.0
10,720.0,3000,2.0,10972444,248,247,248,198,12,71.0,21.0,18.0
10,790.0,3000,2.0,7160366,221,220,215,162,8,64.0,21.0,15.0
10,860.0,3000,2.0,4727770,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3000,2.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3000,2.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3500,2.0,101271261,403,396,426,488,108,169.0,45.0,31.0
10,370.0,3500,2.0,73474348,387,381,406,444,75,143.0,38.0,28.0
10,440.0,3500,2.0,51075276,372,365,384,378,53,117.0,37.0,25.0
10,510.0,3500,2.0,34802959,341,335,349,330,40,95.0,31.0,24.0
10,580.0,3500,2.0,23451778,314,309,308,276,22,90.0,28.0,22.0
10,650.0,3500,2.0,15644677,286,284,286,232,20,77.0,25.0,19.0
10,720.0,3500,2.0,10452102,247,246,248,197,12,70.0,21.0,18.0
10,790.0,3500,2.0,6976281,221,220,215,161,8,63.0,21.0,15.0
10,860.0,3500,2.0,4693790,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3500,2.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3500,2.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3750,2.0,94301829,398,391,423,476,106,167.0,42.0,31.0
10,370.0,3750,2.0,68780918,383,377,404,434,74,142.0,37.0,28.0
10,440.0,3750,2.0,48136706,369,362,383,368,52,117.0,36.0,25.0
10,510.0,3750,2.0,32991242,339,333,348,320,39,95.0,30.0,24.0
10,580.0,3750,2.0,22434554,313,308,308,268,21,90.0,28.0,22.0
10,650.0,3750,2.0,15057004,285,283,286,228,20,77.0,25.0,19.0
10,720.0,3750,2.0,10136422,246,245,248,195,12,70.0,21.0,18.0
10,790.0,3750,2.0,6813222,220,219,215,160,8,63.0,21.0,15.0
10,860.0,3750,2.0,4623975,197,196,191,136,6,54.0,19.0,15.0
10,930.0,3750,2.0,3163681,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3750,2.0,2153120,144,143,157,93,4,42.0,12.0,13.0
