NumFiles,MinPT,MinP,MinIPChi2,#LambdaCandidates,#Lambdas,#XiLambdas,#XiKaons,#XiPions,#Xis,#Pion,#Kaon,#Proton
10,300.0,500,0.0,172066436,421,412,450,566,129,215.0,51.0,38.0
10,370.0,500,0.0,110954561,400,392,421,491,86,171.0,42.0,33.0
10,440.0,500,0.0,69868773,382,374,396,408,58,131.0,39.0,29.0
10,510.0,500,0.0,43618118,350,344,355,349,42,103.0,32.0,27.0
10,580.0,500,0.0,27421413,321,316,311,284,24,93.0,29.0,23.0
10,650.0,500,0.0,17323934,290,288,286,234,21,78.0,25.0,19.0
10,720.0,500,0.0,11072742,249,248,248,198,12,71.0,21.0,18.0
10,790.0,500,0.0,7162269,221,220,215,162,8,64.0,21.0,15.0
10,860.0,500,0.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,500,0.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,500,0.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,1000,0.0,172066436,421,412,450,566,129,215.0,51.0,38.0
10,370.0,1000,0.0,110954561,400,392,421,491,86,171.0,42.0,33.0
10,440.0,1000,0.0,69868773,382,374,396,408,58,131.0,39.0,29.0
10,510.0,1000,0.0,43618118,350,344,355,349,42,103.0,32.0,27.0
10,580.0,1000,0.0,27421413,321,316,311,284,24,93.0,29.0,23.0
10,650.0,1000,0.0,17323934,290,288,286,234,21,78.0,25.0,19.0
10,720.0,1000,0.0,11072742,249,248,248,198,12,71.0,21.0,18.0
10,790.0,1000,0.0,7162269,221,220,215,162,8,64.0,21.0,15.0
10,860.0,1000,0.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,1000,0.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,1000,0.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,1250,0.0,171338419,421,412,450,566,129,215.0,51.0,38.0
10,370.0,1250,0.0,110951155,400,392,421,491,86,171.0,42.0,33.0
10,440.0,1250,0.0,69868773,382,374,396,408,58,131.0,39.0,29.0
10,510.0,1250,0.0,43618118,350,344,355,349,42,103.0,32.0,27.0
10,580.0,1250,0.0,27421413,321,316,311,284,24,93.0,29.0,23.0
10,650.0,1250,0.0,17323934,290,288,286,234,21,78.0,25.0,19.0
10,720.0,1250,0.0,11072742,249,248,248,198,12,71.0,21.0,18.0
10,790.0,1250,0.0,7162269,221,220,215,162,8,64.0,21.0,15.0
10,860.0,1250,0.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,1250,0.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,1250,0.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,1750,0.0,160017411,421,412,450,559,127,205.0,50.0,38.0
10,370.0,1750,0.0,108252495,400,392,421,489,85,168.0,42.0,33.0
10,440.0,1750,0.0,69750135,382,374,396,408,58,131.0,39.0,29.0
10,510.0,1750,0.0,43618118,350,344,355,349,42,103.0,32.0,27.0
10,580.0,1750,0.0,27421413,321,316,311,284,24,93.0,29.0,23.0
10,650.0,1750,0.0,17323934,290,288,286,234,21,78.0,25.0,19.0
10,720.0,1750,0.0,11072742,249,248,248,198,12,71.0,21.0,18.0
10,790.0,1750,0.0,7162269,221,220,215,162,8,64.0,21.0,15.0
10,860.0,1750,0.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,1750,0.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,1750,0.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,750,0.0,172066436,421,412,450,566,129,215.0,51.0,38.0
10,370.0,750,0.0,110954561,400,392,421,491,86,171.0,42.0,33.0
10,440.0,750,0.0,69868773,382,374,396,408,58,131.0,39.0,29.0
10,510.0,750,0.0,43618118,350,344,355,349,42,103.0,32.0,27.0
10,580.0,750,0.0,27421413,321,316,311,284,24,93.0,29.0,23.0
10,650.0,750,0.0,17323934,290,288,286,234,21,78.0,25.0,19.0
10,720.0,750,0.0,11072742,249,248,248,198,12,71.0,21.0,18.0
10,790.0,750,0.0,7162269,221,220,215,162,8,64.0,21.0,15.0
10,860.0,750,0.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,750,0.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,750,0.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,1500,0.0,166848051,421,412,450,565,129,209.0,50.0,38.0
10,370.0,1500,0.0,110701992,400,392,421,491,86,169.0,42.0,33.0
10,440.0,1500,0.0,69868773,382,374,396,408,58,131.0,39.0,29.0
10,510.0,1500,0.0,43618118,350,344,355,349,42,103.0,32.0,27.0
10,580.0,1500,0.0,27421413,321,316,311,284,24,93.0,29.0,23.0
10,650.0,1500,0.0,17323934,290,288,286,234,21,78.0,25.0,19.0
10,720.0,1500,0.0,11072742,249,248,248,198,12,71.0,21.0,18.0
10,790.0,1500,0.0,7162269,221,220,215,162,8,64.0,21.0,15.0
10,860.0,1500,0.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,1500,0.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,1500,0.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3000,0.0,117008378,410,402,436,511,115,176.0,45.0,34.0
10,370.0,3000,0.0,83728976,392,385,413,464,80,147.0,38.0,31.0
10,440.0,3000,0.0,57384960,377,369,389,392,56,119.0,37.0,27.0
10,510.0,3000,0.0,38497502,345,339,352,341,41,96.0,31.0,25.0
10,580.0,3000,0.0,25551565,317,312,309,283,23,91.0,28.0,23.0
10,650.0,3000,0.0,16748047,288,286,286,233,20,78.0,25.0,19.0
10,720.0,3000,0.0,10972840,248,247,248,198,12,71.0,21.0,18.0
10,790.0,3000,0.0,7160713,221,220,215,162,8,64.0,21.0,15.0
10,860.0,3000,0.0,4727770,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3000,0.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3000,0.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2750,0.0,125616850,413,405,442,517,116,184.0,49.0,35.0
10,370.0,2750,0.0,89106466,395,388,416,468,81,153.0,41.0,32.0
10,440.0,2750,0.0,60571846,380,372,392,395,57,123.0,39.0,28.0
10,510.0,2750,0.0,40290279,348,342,354,343,42,98.0,32.0,26.0
10,580.0,2750,0.0,26437370,320,315,310,283,24,91.0,29.0,23.0
10,650.0,2750,0.0,17136280,290,288,286,233,21,78.0,25.0,19.0
10,720.0,2750,0.0,11071174,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2750,0.0,7162269,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2750,0.0,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2750,0.0,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2750,0.0,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2250,0.0,143187688,416,408,448,538,123,196.0,49.0,38.0
10,370.0,2250,0.0,99707789,397,390,421,475,82,161.0,41.0,33.0
