NumFiles,MinPT,MinP,MinIPChi2,#1.TotalTrueXiccpp,#1.TotalTrueXiccppTracks,#1.TotalXiccppTracks,#1.TotalBackgroundTracks,#2.TotalTruePions,#2.TotalTrueXiccppPions,#2.TotalXiccppPions,#2.TotalBackgroundPions,#3.TotalTrueKaons,#3.TotalTrueXiccppKaons,#3.TotalXiccppKaons,#3.TotalBackgroundKaons
10,370,2250,0.5,0,5782,4099,339972,615339,2887,1550,241298,87865,1912,1607,50018
10,370,3250,0.5,0,5782,3979,310229,615339,2887,1468,218243,87865,1912,1569,46383
10,370,3500,0.5,0,5782,3945,302861,615339,2887,1446,212707,87865,1912,1557,45399
10,440,500,0.5,0,5782,3834,294721,615339,2887,1374,205680,87865,1912,1524,44799
10,370,3750,0.5,0,5782,3906,295559,615339,2887,1420,207165,87865,1912,1544,44481
10,440,750,0.5,0,5782,3834,294721,615339,2887,1374,205680,87865,1912,1524,44799
10,440,1000,0.5,0,5782,3834,294721,615339,2887,1374,205680,87865,1912,1524,44799
10,440,1250,0.5,0,5782,3834,294721,615339,2887,1374,205680,87865,1912,1524,44799
10,440,1500,0.5,0,5782,3834,294720,615339,2887,1374,205679,87865,1912,1524,44799
10,440,2000,0.5,0,5782,3831,292316,615339,2887,1371,203763,87865,1912,1524,44535
10,440,1750,0.5,0,5782,3834,294520,615339,2887,1374,205518,87865,1912,1524,44778
10,440,2250,0.5,0,5782,3812,288533,615339,2887,1352,200814,87865,1912,1524,44056
10,440,3250,0.5,0,5782,3726,267077,615339,2887,1297,184371,87865,1912,1493,41284
10,440,3000,0.5,0,5782,3752,272881,615339,2887,1313,188760,87865,1912,1503,42063
10,440,2750,0.5,0,5782,3777,278494,615339,2887,1327,193066,87865,1912,1514,42781
10,440,2500,0.5,0,5782,3802,283703,615339,2887,1346,197045,87865,1912,1520,43462
10,440,3500,0.5,0,5782,3698,261435,615339,2887,1279,180205,87865,1912,1483,40493
10,510,750,0.5,0,5782,3536,244785,615339,2887,1199,167205,87865,1912,1415,38613
