NumFiles,MinPT,MinP,MinIPChi2,#LambdaCandidates,#Lambdas,#XiLambdas,#XiKaons,#XiPions,#Xis,#Pion,#Kaon,#Proton
10,510.0,3000,4.5,38488644,345,339,352,341,41,96.0,31.0,25.0
10,580.0,3000,4.5,25545224,317,312,309,283,23,91.0,28.0,23.0
10,650.0,3000,4.5,16743677,288,286,286,233,20,78.0,25.0,19.0
10,720.0,3000,4.5,10970087,248,247,248,198,12,71.0,21.0,18.0
10,790.0,3000,4.5,7159245,221,220,215,162,8,64.0,21.0,15.0
10,860.0,3000,4.5,4726966,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3000,4.5,3178290,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3000,4.5,2153197,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3250,4.5,108988298,406,399,429,500,113,174.0,45.0,32.0
10,370.0,3250,4.5,78534413,389,383,409,455,79,146.0,38.0,29.0
10,440.0,3250,4.5,54275400,374,367,387,386,55,118.0,37.0,26.0
10,510.0,3250,4.5,36695348,343,337,350,337,41,95.0,31.0,25.0
10,580.0,3250,4.5,24559383,316,311,308,280,23,90.0,28.0,23.0
10,650.0,3250,4.5,16253225,287,285,286,232,20,77.0,25.0,19.0
10,720.0,3250,4.5,10760503,248,247,248,197,12,70.0,21.0,18.0
10,790.0,3250,4.5,7109337,221,220,215,161,8,63.0,21.0,15.0
10,860.0,3250,4.5,4726966,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3250,4.5,3178290,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3250,4.5,2153197,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2750,4.5,125580219,413,405,442,517,116,184.0,49.0,35.0
10,370.0,2750,4.5,89078298,395,388,416,468,81,153.0,41.0,32.0
10,440.0,2750,4.5,60556168,380,372,392,395,57,123.0,39.0,28.0
10,510.0,2750,4.5,40281173,348,342,354,343,42,98.0,32.0,26.0
10,580.0,2750,4.5,26430897,320,315,310,283,24,91.0,29.0,23.0
10,650.0,2750,4.5,17131815,290,288,286,233,21,78.0,25.0,19.0
10,720.0,2750,4.5,11068421,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2750,4.5,7160801,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2750,4.5,4726990,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2750,4.5,3178290,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2750,4.5,2153197,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3500,4.5,101245117,403,396,426,488,108,169.0,45.0,31.0
10,370.0,3500,4.5,73453633,387,381,406,444,75,143.0,38.0,28.0
10,440.0,3500,4.5,51062671,372,365,384,378,53,117.0,37.0,25.0
10,510.0,3500,4.5,34795908,341,335,349,330,40,95.0,31.0,24.0
10,580.0,3500,4.5,23446680,314,309,308,276,22,90.0,28.0,22.0
10,650.0,3500,4.5,15641138,286,284,286,232,20,77.0,25.0,19.0
10,720.0,3500,4.5,10449855,247,246,248,197,12,70.0,21.0,18.0
10,790.0,3500,4.5,6975190,221,220,215,161,8,63.0,21.0,15.0
10,860.0,3500,4.5,4693003,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3500,4.5,3178290,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3500,4.5,2153197,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3750,4.5,94276855,398,391,423,476,106,167.0,42.0,31.0
10,370.0,3750,4.5,68761032,383,377,404,434,74,142.0,37.0,28.0
10,440.0,3750,4.5,48124701,369,362,383,368,52,117.0,36.0,25.0
10,510.0,3750,4.5,32984544,339,333,348,320,39,95.0,30.0,24.0
10,580.0,3750,4.5,22429676,313,308,308,268,21,90.0,28.0,22.0
10,650.0,3750,4.5,15053601,285,283,286,228,20,77.0,25.0,19.0
10,720.0,3750,4.5,10134207,246,245,248,195,12,70.0,21.0,18.0
10,790.0,3750,4.5,6812142,220,219,215,160,8,63.0,21.0,15.0
10,860.0,3750,4.5,4623198,197,196,191,136,6,54.0,19.0,15.0
10,930.0,3750,4.5,3163280,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3750,4.5,2153029,144,143,157,93,4,42.0,12.0,13.0
