NumFiles,MinPT,MinP,MinIPChi2,#LambdaCandidates,#Lambdas,#XiLambdas,#XiKaons,#XiPions,#Xis,#Pion,#Kaon,#Proton
10,580.0,2500,2.5,27067205,321,316,311,284,24,92.0,29.0,23.0
10,650.0,2500,2.5,17314054,290,288,286,234,21,78.0,25.0,19.0
10,720.0,2500,2.5,11072346,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2500,2.5,7161922,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2500,2.5,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2500,2.5,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2500,2.5,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2750,2.5,125605074,413,405,442,517,116,184.0,49.0,35.0
10,370.0,2750,2.5,89097287,395,388,416,468,81,153.0,41.0,32.0
10,440.0,2750,2.5,60567139,380,372,392,395,57,123.0,39.0,28.0
10,510.0,2750,2.5,40288088,348,342,354,343,42,98.0,32.0,26.0
10,580.0,2750,2.5,26435741,320,315,310,283,24,91.0,29.0,23.0
10,650.0,2750,2.5,17135680,290,288,286,233,21,78.0,25.0,19.0
10,720.0,2750,2.5,11070778,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2750,2.5,7161922,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2750,2.5,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2750,2.5,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2750,2.5,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,2250,2.5,143174994,416,408,448,538,123,196.0,49.0,38.0
10,370.0,2250,2.5,99697890,397,390,421,475,82,161.0,41.0,33.0
10,440.0,2250,2.5,66379037,382,374,396,397,57,127.0,39.0,29.0
10,510.0,2250,2.5,42952821,350,344,355,345,42,102.0,32.0,27.0
10,580.0,2250,2.5,27399672,321,316,311,284,24,93.0,29.0,23.0
10,650.0,2250,2.5,17323334,290,288,286,234,21,78.0,25.0,19.0
10,720.0,2250,2.5,11072346,249,248,248,198,12,71.0,21.0,18.0
10,790.0,2250,2.5,7161922,221,220,215,162,8,64.0,21.0,15.0
10,860.0,2250,2.5,4727794,197,196,191,137,6,54.0,19.0,15.0
10,930.0,2250,2.5,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,2250,2.5,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3500,2.5,101266160,403,396,426,488,108,169.0,45.0,31.0
10,370.0,3500,2.5,73469816,387,381,406,444,75,143.0,38.0,28.0
10,440.0,3500,2.5,51072391,372,365,384,378,53,117.0,37.0,25.0
10,510.0,3500,2.5,34802071,341,335,349,330,40,95.0,31.0,24.0
10,580.0,3500,2.5,23451104,314,309,308,276,22,90.0,28.0,22.0
10,650.0,3500,2.5,15644677,286,284,286,232,20,77.0,25.0,19.0
10,720.0,3500,2.5,10452102,247,246,248,197,12,70.0,21.0,18.0
10,790.0,3500,2.5,6976281,221,220,215,161,8,63.0,21.0,15.0
10,860.0,3500,2.5,4693790,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3500,2.5,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3500,2.5,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3250,2.5,109010529,406,399,429,500,113,174.0,45.0,32.0
10,370.0,3250,2.5,78551400,389,383,409,455,79,146.0,38.0,29.0
10,440.0,3250,2.5,54285677,374,367,387,386,55,118.0,37.0,26.0
10,510.0,3250,2.5,36701879,343,337,350,337,41,95.0,31.0,25.0
10,580.0,3250,2.5,24564033,316,311,308,280,23,90.0,28.0,23.0
10,650.0,3250,2.5,16256956,287,285,286,232,20,77.0,25.0,19.0
10,720.0,3250,2.5,10762860,248,247,248,197,12,70.0,21.0,18.0
10,790.0,3250,2.5,7110458,221,220,215,161,8,63.0,21.0,15.0
10,860.0,3250,2.5,4727770,197,196,191,137,6,54.0,19.0,15.0
10,930.0,3250,2.5,3178691,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3250,2.5,2153288,144,143,157,93,4,42.0,12.0,13.0
10,300.0,3750,2.5,94296893,398,391,423,476,106,167.0,42.0,31.0
10,370.0,3750,2.5,68776515,383,377,404,434,74,142.0,37.0,28.0
10,440.0,3750,2.5,48133934,369,362,383,368,52,117.0,36.0,25.0
10,510.0,3750,2.5,32990397,339,333,348,320,39,95.0,30.0,24.0
10,580.0,3750,2.5,22433902,313,308,308,268,21,90.0,28.0,22.0
10,650.0,3750,2.5,15057004,285,283,286,228,20,77.0,25.0,19.0
10,720.0,3750,2.5,10136422,246,245,248,195,12,70.0,21.0,18.0
10,790.0,3750,2.5,6813222,220,219,215,160,8,63.0,21.0,15.0
10,860.0,3750,2.5,4623975,197,196,191,136,6,54.0,19.0,15.0
10,930.0,3750,2.5,3163681,164,163,172,119,5,43.0,14.0,14.0
10,1000.0,3750,2.5,2153120,144,143,157,93,4,42.0,12.0,13.0
