lambdac_signal_combined_momentum_kills,lambdac_bkg_combined_momentum_kills,lambdac_signal_combined_momentum_remaining,lambdac_bkg_combined_momentum_remaining,lambdac_combined_momentum_purity,lambdac_signal_charge_kills,lambdac_bkg_charge_kills,lambdac_sig_charge_remaining,lambdac_bkg_charge_remaining,lambdac_charge_efficiency,lambdac_charge_purity,lambdac_mass_limit_signal_kills,lambdac_mass_limit_bkg_kills,lambdac_mass_limit_signal_remaining,lambdac_mass_limit_bkg_remaining,lambdac_mass_limit_efficiency,lambdac_mass_limit_purity,lambdac_vtx_chi2_ndof_signal_kills,lambdac_vtx_chi2_ndof_bkg_kills,lambdac_vtx_chi2_ndof_signal_remaining,lambdac_vtx_chi2_ndof_bkg_remaining,lambdac_vtx_chi2_ndof_efficiency,lambdac_vtx_chi2_ndof_purity,lambdac_vtx_chi2_distance_sig_kills,lambdac_vtx_chi2_distance_bkg_kills,lambdac_vtx_chi2_distance_sig_remaining,lambdac_vtx_chi2_distance_bkg_remaining,lambdac_vtx_chi2_distance_efficiency,lambdac_vtx_chi2_distance_purity,lambdac_vtx_dira_sig_kills,lambdac_vtx_dira_bkg_kills,lambdac_vtx_dira_sig_remaining,lambdac_vtx_dira_bkg_remaining,lambdac_vtx_dira_efficiency,lambdac_vtx_dira_purity,lambdac_final_mass_cut_signal_kills,lambdac_final_mass_cut_bkg_kills,lambdac_final_mass_cut_signal_remaining,lambdac_final_mass_cut_bkg_remaining,lambdac_final_mass_cut_efficiency,lambdac_final_mass_cut_purity,xiccpp_miss_combo_sig_kills,xiccpp_miss_combo_bkg_kills,xiccpp_miss_combo_sig_remaining,xiccpp_miss_combo_bkg_remaining,xiccpp_miss_combo_efficiency,xiccpp_miss_combo_purity,xi_charge_conservation_signal_kills,xi_charge_conservation_bkg_kills,xi_charge_conservation_signal_remaining,xi_charge_conservation_bkg_remaining,xi_charge_conservation_efficiency,xi_charge_conservation_purity,xi_charge_sig_kills,xi_charge_bkg_kills,xi_charge_sig_remaining,xi_charge_bkg_remaining,xi_charge_efficiency,xi_charge_purity,xi_signal_minimum_momentum_kills,xi_bkg_minimum_momentum_kills,xi_sig_minimum_momentum_remaining,xi_bkg_minimum_momentum_remaining,xi_minimum_momentum_efficiency,xi_minimum_momentum_purity,xi_mass_sig_kills,xi_mass_bkg_kills,xi_mass_sig_remaining,xi_mass_bkg_remaining,xi_mass_efficiency,xi_mass_purity,xi_vtx_chi2_ndof_sig_kills,xi_vtx_chi2_ndof_bkg_kills,xi_vtx_chi2_ndof_sig_remaining,xi_vtx_chi2_ndof_bkg_remaining,xi_vtx_chi2_ndof_efficiency,xi_vtx_chi2_ndof_purity,xi_vtx_chi2_distance_sig_kills,xi_chi2_disatance_bkg_kills,xi_vtx_chi2_distance_sig_remaining,xi_chi2_disatance_bkg_remaining,xi_vtx_chi2_distance_efficiency,xi_vtx_chi2_distance_purity,xi_vtx_dira_sig_kills,xi_vtx_dira_bkg_kills,xi_vtx_dira_sig_remaining,xi_vtx_dira_bkg_remaining,xi_vtx_dira_efficiency,xi_vtx_dira_purity
5886.0,69028224.0,22395.0,47522517.0,0.00047102831949719093,102.0,23718187.0,22293.0,23804330.0,0.9954454119223041,0.0009356340594300905,83.0,22822600.0,22210.0,981730.0,0.9962768582066119,0.022122836026057358,395.0,893863.0,21815.0,87867.0,0.9822152183701035,0.19889316387374412,32.0,821.0,21783.0,87046.0,0.9985331194132477,0.20015804610903343,234.0,31132.0,21549.0,55914.0,0.9892576780057843,0.2781844235312343,186.0,51045.0,21363.0,4869.0,0.991368508979535,0.8143870082342177,0.0,0.0,9936.0,55049426.0,0.4651032158404718,0.00018045977358038812,0.0,0.0,9936.0,55049426.0,1.0,0.00018045977358038812,2.0,26146250.0,9934.0,28903176.0,0.9997987117552335,0.0003435811643922593,2454.0,9528414.0,7480.0,19374762.0,0.7529695993557479,0.00038592026660277945,2.0,19125486.0,7478.0,249276.0,0.9997326203208556,0.029125154817451704,10.0,65602.0,7468.0,183674.0,0.9986627440492111,0.0390704293143318,10.0,813.0,7458.0,182861.0,0.9986609534011783,0.039186838938834234,70.0,13556.0,7388.0,169305.0,0.9906141056583534,0.04181263547508951
