cut,sig_kills,bkg_kills,sig_remains,bkg_remains,CutEfficiency,AbsEfficiency,AbsPurity
displaced_track_cuts,0,0,39121,1460180635,1.0,0.39138612375569004,2.6791172930822885e-05
lambdac_mass_limit,240,711310921,38695,19058787,0.9938358803133428,0.3871242058926517,0.002026183347103037
lambdac_vtx_chi2_ndof,368,16722951,38327,2335836,0.9904897273549554,0.38344254914711623,0.01614337347519947
lambdac_vtx_chi2_distance,7908,773841,30419,1561995,0.7936702585644585,0.3043269471262068,0.019102444464818822
lambdac_vtx_dira,655,767034,29764,794961,0.978467405240146,0.2977739982992347,0.0360896056261178
lambdac_final_mass_cut,575,630968,29189,163993,0.9806813600322537,0.2920214096343354,0.15109585779213383
xi_track_cuts,0,0,13923,91311939,1.0,0.13929268170676803,0.00015245407702803835
xi_mass,4,43612941,13919,3226667,0.9997127055950585,0.1392526636986644,0.004295210804465612
xi_vtx_chi2_ndof,1159,2617537,12760,609130,0.9167325238882104,0.1276574458506328,0.02051809805592629
xi_vtx_chi2_distance,313,12096,12447,597034,0.9754702194357366,0.12452603671652243,0.020422293722035634
xi_vtx_dira,0,0,12447,597034,1.0,0.12452603671652243,0.020422293722035634
xi_final_mass,13,512463,12442,389220,0.9989562424729025,0.12447601420639287,0.0309762935005054
