Significance,Significance_Error
9.134225342475062,1.5962042153244467
18.03031775349379,3.256077298510032
9.690653516909208,1.5171695569180554
11.339182985820813,1.4053082917066613
13.21272162576619,1.6412905751170195
10.817610996034976,1.4956252348964312
14.079146892788778,1.8256456424883554
10.330207914749659,1.8340334440853259
14.05271147605223,2.3320162720422775
12.362561101980397,1.5279055368547532
11.50712082573374,1.6982212089252788
15.364075305666182,4.083004373745359
9.381157906101524,1.5070915187373903
11.575587836432938,2.752108969089855
11.842828671063808,1.6597849954205994
13.787237797045131,2.1911852721569067
11.9635655920268,2.170068036644209
11.957636969651299,2.377989768591255
11.439441746536621,1.745468381394601
13.502685888046823,1.4170325004196476
14.496127551875956,1.9600691906633791
12.819989549145514,2.014705584433122
19.326455693477957,2.8289002403299643
14.86681654895929,2.4622110316687946
14.309405453689777,2.5388052192302553
15.722132398781268,2.593822211813808
11.460705200699397,1.9628852874273868
10.314248639249321,1.57653497760837
11.227389944985237,1.8955251533835829
11.180506066899863,1.5929173567208161
11.69552815613545,1.886478124750022
12.394590884224348,1.8354318273460124
11.824304738761233,1.4580139978062538
10.612785876153737,1.7890183116386837
9.289061714960987,1.284186569123026
14.251503284620835,1.5865121350965417
9.608418653851096,1.3320869960295045
13.553881309925766,1.7335338043490427
15.42135730482196,2.9668143833060783
13.018390476688303,2.0024605177543395
10.035300261821385,1.6167071783974452
10.442256740056923,1.3263349859294447
12.838837154724368,1.6427130895892894
8.558276818555775,1.216766129744618
12.092816054733738,1.7227972898105413
12.79635642992927,2.233015815973195
19.0283325353327,3.570171308869408
12.079375720158259,1.9739924238874604
16.47364265543542,2.6877913065608583
13.5837282724236,1.5279686629237643
14.768576989510844,2.5122482176855305
14.055672866653659,1.6698520620144621
12.87845373473452,2.0816305760189255
11.948084192108956,1.7298334448674666
14.764088649098829,2.2182922051296807
9.50631259064313,1.4113068187433748
14.148918750907331,2.3035542626259593
13.976057573539615,1.7401298098257163
13.707313775497619,2.0305515763456636
14.354480232080421,1.6806714030061776
13.239591423049568,2.4972678398516672
15.021462887280979,1.9859988436134848
12.93169345953756,1.5679383390414894
10.886678339904545,1.6848197142640244
10.682781837961441,1.6798372948414333
12.000889583598369,1.47542065264041
12.295899181601047,2.5587015557345696
15.001853220319447,2.472085896447408
14.086373542338862,1.853634822100289
12.817563020228398,1.1923629787638732
10.234559794070798,1.578212878782745
10.63214094263433,1.6667717782985911
9.584431020346669,1.3663336098969112
13.649443792874319,2.622512592528561
14.250728422439208,2.1814373793855366
14.386624551144616,2.7566244404201834
13.152165361121016,1.7489680522342028
15.926269201273078,2.694889305354933
13.872429887179909,1.737648746009269
14.545576654155367,2.7847730750742254
11.29037375106256,1.3945305218625355
14.274572579779086,2.233947694507988
16.538142509461274,2.8547993445721045
13.836969974365692,1.7972058499626278
13.223412424425357,2.1651002147789713
12.359051610238847,1.6367954868164196
12.90896938267736,1.7965083964532738
14.193542425654275,2.6349479361778267
12.637491036509546,1.5614234770680866
15.260135551538522,1.9504415168146731
11.35845534459503,1.7800708351638874
10.344717462030475,1.5852280374661445
13.180155121330852,1.9328029738069943
11.519987997062335,1.5777608084754478
11.228382494584674,1.7220360914821473
14.809980655432355,1.8980786058945027
9.681740643633269,1.6110358045042947
8.185908840464606,1.6384392806987012
12.47450665120217,1.8376961963699305
11.704954736755553,1.5521222816352922
10.844084185386317,1.505868844667981
10.682545156831207,1.6515459856842623
11.354978517281504,1.5041075729903015
12.62992499771874,1.722927354087382
14.110572823693094,2.170409718500358
12.421301532536512,1.9715879242456025
10.844939154158089,1.3841890013360154
12.035206601191524,1.4981032096155351
12.748657681094027,1.6314024329485055
12.954249757567059,2.1891523664198824
18.35064100413665,3.131814594144885
11.136444645263731,1.6610564124313287
11.119646236385616,1.7999243186606397
13.10037666684671,1.7045278892433746
13.253163967929101,1.672484360857432
13.86853078233804,2.0701915575769707
11.141056651255694,1.3680662840593019
11.898304131111543,1.5147353677045539
12.236050779826886,2.0381922787188347
12.553180158094507,3.0552433963931622
13.380756773620574,1.88721774102456
9.804606484686927,1.4549191183026333
12.614440033186186,2.125215985704081
15.789807884269292,2.1060472783105757
12.36967616131897,1.590036667341097
12.767122039508328,1.9678129733314373
12.962620228603244,2.016305936389431
12.156405886107805,1.8112941629824042
11.822326843409803,1.6622623110116863
14.045097371216146,2.5899127943235163
10.921904218277296,1.6210996145123744
14.743605441220883,1.9888948072551096
14.604455470241374,1.803085128392056
11.341193194730755,1.3442527544820673
13.200362170034008,1.7769215103302691
11.46125360245205,1.5232566579058826
11.041081352846444,2.4595233423397764
11.940916516942004,1.5543562066867118
13.720376626606777,1.5483648605784808
12.602169230769706,2.5788701795030162
12.376846873823329,1.4958041105908795
14.717624075764165,2.5695440815788113
11.345253900808881,1.6798061102418913
12.88196631830853,1.7102483498629921
14.074222849094664,2.944385415985315
13.809740311844768,1.7111724186259119
15.178016869670472,2.7653124451144477
10.92722808872943,2.065434867641982
12.324272203262574,1.724510297628507
12.407489056579388,1.4623950451579435
12.384128134852217,1.432509747221629
12.323042844069521,1.7844727874579365
13.573907887967758,2.321650311056612
16.38305909399433,2.5714886213359067
8.0721500404149,1.3562035663241916
11.445905832028686,1.5538681527337899
13.743148870654448,2.9262181932843583
12.152734694475063,2.0991766679843153
12.033673657487016,1.5689442114799697
17.775218878169955,3.661844666042523
10.11768430891036,1.4327463942644492
11.750649525826237,1.7131391131412486
13.274256640522221,1.6195067480727332
12.589223060364317,2.2235679016395498
10.145579896047357,1.5050026219434904
12.348537807248391,1.5125710913619226
13.968053839608826,1.8876349675266342
11.144595662814913,1.5480472234935854
14.35866626480219,3.1230148505797404
12.298068111190021,1.691583548375103
11.00035667845333,1.7523862857463086
11.717843219401981,1.5118421726149152
11.093172951777047,1.4197356310901925
11.206143597197212,1.7435407899670385
11.202562292857179,1.4716838937995482
12.743255834122266,1.948270243202769
12.065882573017522,1.8203261841267082
13.647081211299955,1.7909507613229747
12.81644246176287,1.7336037896838885
13.278825633133282,2.0452347512827713
11.234240178094296,1.4718442420326998
13.800035448245676,2.701967444773873
11.341943791751639,1.45336499623058
